Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
197,Joe Harris\harrijo01,SF,28,BRK,63,63,1946,8.1,17.2,.471,3.7,9.0,.412,4.4,8.2,.536,1.5,2.0,.747,1.5,5.2,6.6,3.2,0.9,0.4,2.3,3.4,21.4,,112,112
198,Tobias Harris\harrito02,PF,27,PHI,65,65,2243,10.7,22.7,.472,2.5,7.0,.362,8.2,15.7,.521,3.3,4.1,.806,1.2,8.4,9.5,4.4,1.1,0.8,2.1,3.2,27.3,,112,109
199,Shaquille Harrison\harrish01,SF,26,CHI,43,10,484,7.7,16.4,.467,1.6,4.2,.381,6.1,12.2,.496,3.9,5.0,.780,2.2,6.4,8.6,4.9,3.4,1.9,1.9,5.5,20.8,,116,105
200,Josh Hart\hartjo01,SF,24,NOP,57,14,1563,5.9,14.2,.416,3.3,9.6,.342,2.6,4.6,.571,2.0,2.7,.747,1.6,9.3,10.9,2.8,1.7,0.6,1.9,4.3,17.1,,109,110
201,Isaiah Hartenstein\harteis01,C,21,HOU,23,2,266,7.7,11.7,.657,0.0,0.9,.000,7.7,10.8,.710,3.3,4.9,.679,5.1,10.7,15.7,3.1,1.6,2.1,2.8,7.2,18.7,,128,107
202,Udonis Haslem\hasleud01,PF,39,MIA,3,0,21,2.3,14.0,.167,0.0,4.7,.000,2.3,9.3,.250,7.0,9.3,.750,0.0,18.6,18.6,2.3,0.0,0.0,0.0,7.0,11.6,,79,108
203,Jaxson Hayes\hayesja02,C,19,NOP,56,12,951,7.5,11.4,.660,0.0,0.2,.250,7.5,11.2,.667,5.3,8.4,.630,4.0,6.9,10.8,2.5,1.1,2.6,2.0,6.9,20.4,,131,110
204,Gordon Hayward\haywago01,SF,29,BOS,45,45,1501,9.8,19.6,.502,2.4,6.1,.392,7.4,13.5,.553,3.0,3.6,.847,1.4,8.0,9.5,6.0,1.1,0.6,2.5,2.6,25.1,,118,108
205,John Henson\hensojo01,PF,29,TOT,40,8,600,7.7,13.9,.556,0.7,2.9,.222,7.1,11.0,.644,1.9,3.7,.500,3.7,9.4,13.2,4.4,2.0,3.4,2.9,6.3,18.0,,112,109
205,John Henson\hensojo01,PF,29,CLE,29,2,412,7.2,14.2,.508,0.7,3.7,.194,6.5,10.5,.618,2.0,3.9,.515,3.8,9.7,13.5,5.1,1.9,3.8,2.5,6.5,17.1,,112,109
205,John Henson\hensojo01,PF,29,DET,11,6,188,8.9,13.3,.667,0.5,1.3,.400,8.4,12.0,.696,1.6,3.4,.462,3.7,8.9,12.6,2.9,2.1,2.6,3.9,6.0,19.9,,112,108
206,Dewan Hernandez\hernade01,C,23,TOR,4,0,11,4.3,21.7,.200,0.0,4.3,.000,4.3,17.4,.250,8.7,8.7,1.000,8.7,21.7,30.4,0.0,4.3,0.0,4.3,26.0,17.4,,80,90
207,Juan Hernangómez\hernaju01,PF,24,TOT,48,14,833,5.7,14.2,.405,2.5,7.4,.341,3.2,6.8,.475,2.5,4.1,.620,2.5,8.9,11.3,2.3,1.1,0.5,1.8,3.7,16.6,,105,112
207,Juan Hernangómez\hernaju01,PF,24,DEN,34,0,422,4.4,12.9,.345,1.8,7.0,.250,2.7,5.9,.460,1.9,2.9,.640,2.8,8.3,11.1,2.6,0.6,0.6,2.1,3.4,12.5,,95,112
207,Juan Hernangómez\hernaju01,PF,24,MIN,14,14,411,7.0,15.5,.453,3.3,7.8,.420,3.7,7.7,.485,3.2,5.2,.609,2.1,9.4,11.5,2.0,1.6,0.5,1.6,4.0,20.4,,114,112
208,Willy Hernangómez\hernawi01,C,25,CHO,31,0,375,9.9,18.6,.532,0.7,2.9,.227,9.2,15.6,.590,4.9,7.9,.627,5.7,12.2,17.9,3.9,1.3,0.9,4.0,4.3,25.4,,110,110
209,Tyler Herro\herroty01,SG,20,MIA,47,6,1280,8.4,20.3,.414,3.8,9.7,.391,4.6,10.7,.434,2.5,3.0,.835,0.5,6.6,7.1,3.5,1.1,0.3,2.8,2.3,23.1,,100,112
210,Kevin Hervey\herveke01,PF,23,OKC,7,0,19,2.6,28.2,.091,0.0,20.5,.000,2.6,7.7,.333,0.0,0.0,,0.0,5.1,5.1,2.6,0.0,0.0,0.0,2.6,5.1,,26,115
211,Mario Hezonja\hezonma01,PF,24,POR,47,4,767,5.0,11.7,.429,1.3,4.0,.328,3.7,7.8,.480,2.6,3.2,.824,1.6,8.5,10.1,2.6,1.7,0.6,2.3,5.7,14.0,,104,113
212,Buddy Hield\hieldbu01,SG,27,SAC,64,44,2045,10.9,25.3,.429,5.8,14.7,.395,5.1,10.6,.477,2.7,3.1,.855,1.4,5.9,7.3,4.7,1.4,0.4,3.6,3.6,30.2,,107,113
213,George Hill\hillge01,PG,33,MIL,52,0,1103,7.4,13.9,.530,3.0,6.3,.480,4.4,7.6,.571,2.9,3.4,.831,1.9,4.5,6.4,6.3,1.7,0.2,2.0,3.1,20.6,,132,105
214,Solomon Hill\hillso01,SF,28,TOT,54,4,992,4.7,11.7,.403,2.8,7.4,.378,1.9,4.3,.446,1.4,2.0,.714,1.3,6.0,7.3,4.6,1.7,0.6,2.2,3.7,13.7,,107,111
214,Solomon Hill\hillso01,SF,28,MEM,48,3,901,5.0,12.1,.412,2.9,7.6,.381,2.1,4.5,.465,1.3,2.0,.684,1.2,6.2,7.5,4.9,1.6,0.4,2.1,3.8,14.2,,109,112
214,Solomon Hill\hillso01,SF,28,MIA,6,1,91,2.2,8.1,.267,1.6,4.8,.333,0.5,3.2,.167,2.2,2.2,1.000,1.6,3.8,5.4,2.2,2.7,2.7,3.8,2.7,8.1,,79,106
215,Jaylen Hoard\hoardja01,SF,20,POR,13,0,103,6.9,14.8,.469,0.0,1.4,.000,6.9,13.4,.517,3.7,6.0,.615,6.5,8.3,14.8,1.9,2.3,0.0,1.9,5.6,17.6,,113,112
216,Aaron Holiday\holidaa01,PG,23,IND,58,26,1368,7.2,17.7,.407,2.8,7.2,.394,4.3,10.4,.416,2.2,2.6,.861,0.7,4.0,4.7,6.9,1.6,0.5,2.7,3.6,19.4,,104,111
217,Jrue Holiday\holidjr01,SG,29,NOP,55,55,1922,10.1,22.4,.452,2.8,7.7,.357,7.4,14.6,.502,2.9,4.1,.700,1.7,4.8,6.4,9.1,2.2,1.1,3.8,3.0,25.9,,109,111
218,Justin Holiday\holidju01,SG,30,IND,65,2,1617,5.7,13.0,.440,3.7,8.7,.424,2.0,4.3,.472,1.4,1.8,.780,0.9,5.3,6.2,2.6,2.3,1.3,1.2,3.6,16.5,,116,108
219,Rondae Hollis-Jefferson\holliro01,SF,25,TOR,52,5,998,6.6,14.1,.471,0.1,0.8,.118,6.6,13.3,.493,4.5,6.2,.736,4.9,7.3,12.1,4.3,2.1,1.1,2.3,5.0,17.9,,115,104
220,Richaun Holmes\holmeri01,C,26,SAC,39,33,1125,9.1,13.9,.654,0.0,0.0,,9.1,13.9,.654,3.5,4.3,.800,5.1,9.0,14.1,1.7,1.7,2.4,2.1,6.6,21.7,,131,108
221,Rodney Hood\hoodro01,SF,27,POR,21,21,619,6.7,13.2,.506,2.7,5.5,.493,4.0,7.8,.515,1.6,2.1,.778,0.8,4.8,5.5,2.5,1.3,0.3,1.5,3.5,17.7,,121,117
222,Al Horford\horfoal01,C,33,PHI,60,57,1848,7.6,17.2,.442,2.3,6.9,.337,5.3,10.3,.513,1.4,1.9,.753,2.4,8.4,10.8,6.4,1.4,1.4,1.7,3.4,19.0,,114,108
223,Talen Horton-Tucker\hortota01,SG,19,LAL,2,0,5,0.0,9.5,.000,0.0,9.5,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,19.0,9.5,0.0,0.0,0.0,0.0,,93,94
224,Danuel House\houseda01,SF,26,HOU,58,47,1739,5.5,12.9,.427,3.0,8.3,.363,2.5,4.6,.544,1.8,2.3,.800,1.5,5.1,6.6,2.1,1.7,0.9,1.3,3.2,15.8,,116,111
225,Dwight Howard\howardw01,C,34,LAL,62,2,1193,7.5,10.3,.732,0.1,0.2,.600,7.4,10.1,.734,3.5,7.2,.494,6.2,12.0,18.2,1.7,1.1,3.0,2.9,8.0,18.7,,126,102
226,William Howard\howarwi01,SG,26,HOU,2,0,13,0.0,14.3,.000,0.0,14.3,.000,0.0,0.0,,0.0,0.0,,0.0,7.1,7.1,3.6,0.0,0.0,3.6,3.6,0.0,,14,115
227,Kevin Huerter\huertke01,SG,21,ATL,56,48,1760,6.7,16.1,.413,3.4,8.8,.380,3.3,7.3,.453,1.4,1.7,.828,0.9,5.1,6.0,5.6,1.4,0.7,2.3,3.7,18.1,,107,116
228,De'Andre Hunter\huntede01,SF,22,ATL,63,62,2018,6.5,15.8,.410,2.5,7.0,.355,4.0,8.8,.454,2.5,3.3,.764,1.0,5.6,6.6,2.6,1.0,0.4,2.4,4.2,18.0,,100,117
229,Chandler Hutchison\hutchch01,SF,23,CHI,28,10,527,7.3,16.0,.457,1.1,3.5,.316,6.2,12.5,.496,4.2,7.1,.590,1.6,8.2,9.9,2.4,2.5,0.6,2.5,4.3,19.9,,101,108
230,Serge Ibaka\ibakase01,C,30,TOR,50,27,1377,11.2,21.6,.518,2.3,5.8,.398,8.9,15.8,.562,3.1,4.1,.748,3.6,10.7,14.3,2.5,0.8,1.5,3.5,4.8,27.8,,110,104
231,Andre Iguodala\iguodan01,SG,36,MIA,14,0,259,4.7,9.6,.490,1.7,4.5,.375,3.0,5.1,.593,0.4,1.5,.250,1.9,8.1,10.0,5.3,1.5,3.0,3.2,5.3,11.5,,103,106
232,Ersan İlyasova\ilyaser01,PF,32,MIL,56,8,895,7.0,14.8,.472,2.3,6.3,.371,4.6,8.5,.548,3.2,3.8,.827,3.1,11.0,14.1,2.4,1.2,0.7,1.7,4.4,19.5,,119,101
233,Joe Ingles\inglejo01,SF,32,UTA,64,37,1916,5.5,12.6,.441,3.1,7.9,.397,2.4,4.7,.516,1.7,2.1,.774,0.6,5.9,6.5,8.4,1.5,0.2,3.2,3.4,15.9,,114,111
234,Brandon Ingram\ingrabr01,PF,22,NOP,56,56,1919,11.3,24.2,.466,3.3,8.5,.387,8.0,15.7,.509,6.8,7.9,.858,1.2,7.2,8.4,5.8,1.3,0.9,4.2,3.9,32.7,,112,112
235,Kyrie Irving\irvinky01,PG,27,BRK,20,20,658,14.4,30.0,.478,4.0,10.2,.394,10.3,19.8,.522,6.8,7.4,.922,1.6,5.8,7.4,9.2,1.9,0.7,3.7,3.8,39.5,,119,109
236,Jonathan Isaac\isaacjo01,SF,22,ORL,32,32,949,7.7,16.6,.463,1.5,4.7,.330,6.1,11.9,.515,2.9,3.8,.767,2.9,8.5,11.4,2.3,2.6,4.0,2.4,4.1,19.8,,106,102
237,Wesley Iwundu\iwundwe01,SF,25,ORL,45,18,810,4.6,11.7,.397,1.3,4.0,.313,3.4,7.7,.441,3.7,4.6,.816,1.4,5.4,6.8,2.8,1.5,0.7,1.1,3.7,14.3,,111,111
238,Frank Jackson\jacksfr01,PG,21,NOP,51,1,656,7.0,18.1,.385,2.7,8.5,.325,4.2,9.6,.438,3.4,4.5,.750,1.3,3.7,5.0,2.9,1.1,0.3,3.0,4.7,20.1,,97,115
239,Jaren Jackson Jr.\jacksja02,C,20,MEM,54,54,1512,10.1,21.7,.468,4.2,10.5,.397,6.0,11.1,.535,3.8,5.1,.741,1.6,6.2,7.8,2.3,1.1,2.7,2.9,6.8,28.2,,109,110
240,Josh Jackson\jacksjo02,SG,22,MEM,18,0,357,8.9,20.3,.439,3.0,9.4,.319,5.9,10.9,.542,3.8,5.8,.659,1.4,6.1,7.6,4.1,2.4,1.2,3.3,5.1,24.6,,102,109
241,Justin Jackson\jacksju01,PF,24,DAL,58,2,929,6.5,16.2,.399,2.3,7.9,.298,4.1,8.3,.494,1.9,2.3,.818,1.4,6.0,7.4,2.6,0.6,0.5,0.6,3.0,17.1,,110,114
242,Reggie Jackson\jacksre01,PG,29,TOT,23,11,556,9.3,22.4,.416,3.9,9.9,.398,5.4,12.6,.431,3.1,3.8,.814,1.3,4.5,5.8,8.8,0.9,0.4,3.5,3.5,25.7,,109,114
242,Reggie Jackson\jacksre01,PG,29,DET,14,10,381,9.8,25.6,.384,4.0,10.6,.378,5.8,15.0,.388,3.4,4.3,.788,1.4,3.9,5.3,9.3,1.0,0.1,3.0,2.7,27.0,,106,117
242,Reggie Jackson\jacksre01,PG,29,LAC,9,1,175,8.4,15.9,.525,3.8,8.4,.452,4.6,7.5,.607,2.4,2.7,.900,1.1,5.9,7.0,7.8,0.5,1.1,4.6,5.1,22.9,,118,110
243,Justin James\jamesju01,SG,23,SAC,34,0,218,7.4,17.5,.423,2.0,5.8,.346,5.4,11.6,.462,2.2,4.7,.476,1.3,5.4,6.7,3.6,1.3,2.0,1.8,3.6,19.0,,100,111
244,LeBron James\jamesle01,PG,35,LAL,60,60,2094,13.3,26.7,.498,3.0,8.7,.349,10.3,18.1,.570,5.4,7.8,.697,1.3,9.4,10.7,14.5,1.7,0.7,5.4,2.4,35.1,,117,105
245,Amile Jefferson\jeffeam01,PF,26,ORL,18,0,74,3.3,9.2,.357,0.0,0.0,,3.3,9.2,.357,3.3,9.2,.357,6.6,8.6,15.2,2.6,0.7,2.0,2.0,4.6,9.9,,94,109
246,DaQuan Jeffries\jeffrda01,SG,22,SAC,6,0,19,7.7,18.0,.429,2.6,10.3,.250,5.1,7.7,.667,0.0,0.0,,2.6,0.0,2.6,2.6,2.6,0.0,0.0,7.7,18.0,,114,114
247,Ty Jerome\jeromty01,PG,22,PHO,28,0,315,5.6,15.9,.349,2.0,7.1,.277,3.6,8.9,.407,1.7,2.1,.786,0.9,5.3,6.2,6.5,2.1,0.5,2.7,4.2,14.7,,93,112
248,Alize Johnson\johnsal02,SF,23,IND,13,0,54,6.3,13.5,.467,0.0,0.0,,6.3,13.5,.467,3.6,5.4,.667,6.3,9.9,16.2,1.8,0.0,0.0,2.7,5.4,16.2,,107,111
249,B.J. Johnson\johnsbj01,SF,24,ORL,8,0,46,5.3,19.1,.278,1.1,6.4,.167,4.2,12.7,.333,2.1,2.1,1.000,1.1,5.3,6.4,2.1,2.1,0.0,3.2,0.0,13.8,,69,111
250,Cameron Johnson\johnsca02,PF,23,PHO,49,1,996,6.5,15.4,.418,4.3,10.9,.397,2.1,4.6,.469,1.7,2.2,.761,1.9,4.8,6.7,2.5,1.4,0.8,1.4,3.4,18.9,,114,113
251,James Johnson\johnsja01,PF,32,TOT,32,1,619,7.9,16.5,.479,2.5,7.0,.363,5.4,9.5,.565,2.4,3.7,.646,1.9,7.1,9.1,5.7,1.9,2.5,3.7,6.1,20.7,,107,108
251,James Johnson\johnsja01,PF,32,MIA,18,0,281,6.8,15.1,.448,2.8,7.8,.356,4.0,7.3,.548,1.4,2.4,.571,1.4,7.7,9.1,3.7,1.0,2.3,2.6,5.9,17.8,,103,108
251,James Johnson\johnsja01,PF,32,MIN,14,1,338,8.8,17.6,.500,2.3,6.3,.370,6.5,11.3,.573,3.2,4.7,.676,2.3,6.7,9.1,7.3,2.6,2.6,4.5,6.3,23.1,,109,108
252,Keldon Johnson\johnske04,SF,20,SAS,9,0,92,8.4,16.2,.516,1.0,2.6,.400,7.3,13.6,.538,3.7,5.2,.700,2.6,6.3,8.9,3.1,2.6,0.5,1.6,4.7,21.4,,117,112
253,Stanley Johnson\johnsst04,PF,23,TOR,20,0,96,4.0,15.4,.258,1.0,6.5,.154,3.0,8.9,.333,2.5,3.0,.833,1.5,9.4,10.9,4.0,2.0,1.0,4.0,5.0,11.4,,72,103
254,Tyler Johnson\johnsty01,SG,27,PHO,31,3,515,6.0,15.7,.380,2.2,7.6,.289,3.8,8.1,.466,2.2,2.9,.750,0.9,3.9,4.8,4.6,1.1,0.7,2.2,4.0,16.4,,98,114
255,Nikola Jokić\jokicni01,C,24,DEN,65,65,2101,12.0,22.8,.528,1.7,5.3,.314,10.4,17.5,.594,5.1,6.3,.813,3.6,11.9,15.6,10.5,1.8,1.0,4.7,4.7,30.9,,119,106
256,Damian Jones\jonesda03,C,24,ATL,55,27,887,6.4,9.4,.680,0.1,0.5,.222,6.3,8.9,.704,3.3,4.4,.738,3.9,6.9,10.8,1.8,1.4,2.1,1.5,7.8,16.1,,138,113
257,Derrick Jones Jr.\jonesde02,SF,22,MIA,51,15,1249,6.5,12.7,.514,1.3,4.9,.270,5.2,7.7,.670,3.4,4.4,.779,2.2,6.1,8.3,2.2,2.1,1.4,1.1,4.5,17.8,,124,108
258,Tyus Jones\jonesty01,PG,23,MEM,65,6,1232,7.5,16.3,.459,1.8,4.7,.379,5.7,11.6,.492,1.6,2.2,.741,0.3,3.6,3.9,10.8,2.2,0.2,2.1,1.7,18.3,,116,112
259,DeAndre Jordan\jordade01,C,31,BRK,56,6,1234,7.3,11.0,.666,0.0,0.0,,7.3,11.0,.666,3.2,4.7,.680,5.4,16.1,21.6,4.0,0.7,2.0,2.8,4.4,17.9,,128,104
260,Cory Joseph\josepco01,PG,28,SAC,64,22,1538,4.9,11.7,.420,1.5,4.2,.351,3.4,7.5,.460,1.5,1.8,.828,1.2,4.0,5.2,6.9,1.5,0.7,2.0,3.8,12.8,,111,114
261,Mfiondu Kabengele\kabenmf01,C,22,LAC,12,0,64,10.3,23.6,.438,6.6,14.7,.450,3.7,8.8,.417,3.7,3.7,1.000,0.7,7.4,8.1,1.5,1.5,1.5,1.5,6.6,30.9,,119,106
262,Frank Kaminsky\kaminfr01,C,26,PHO,32,13,718,8.4,18.4,.455,2.6,7.4,.348,5.8,11.0,.527,3.9,5.8,.670,2.0,8.4,10.4,4.7,0.9,0.7,2.2,4.6,23.2,,111,113
263,Enes Kanter\kanteen01,C,27,BOS,51,6,891,9.6,16.9,.566,0.1,0.4,.143,9.5,16.5,.576,3.4,4.8,.708,7.7,13.7,21.4,2.7,1.1,2.1,2.8,4.6,22.6,,121,103
264,Luke Kennard\kennalu01,SG,23,DET,28,25,922,8.1,18.2,.442,3.9,9.8,.399,4.2,8.5,.491,3.6,4.0,.893,0.5,4.7,5.2,6.1,0.6,0.3,2.3,3.5,23.6,,117,117
265,Stanton Kidd\kiddst01,SF,27,UTA,4,0,15,0.0,9.8,.000,0.0,3.3,.000,0.0,6.5,.000,0.0,0.0,,0.0,9.8,9.8,3.3,0.0,0.0,6.5,9.8,0.0,,13,112
266,Michael Kidd-Gilchrist\kiddgmi01,PF-SF,26,TOT,21,0,231,4.1,12.9,.317,1.1,4.3,.250,3.0,8.6,.350,1.9,2.4,.818,2.6,9.2,11.8,2.8,0.4,1.1,2.8,6.9,11.2,,84,113
266,Michael Kidd-Gilchrist\kiddgmi01,PF,26,CHO,12,0,160,5.6,16.6,.340,1.6,5.3,.294,4.1,11.3,.361,2.2,2.8,.778,2.8,8.1,11.0,3.1,0.0,0.9,2.2,5.6,15.0,,91,115
266,Michael Kidd-Gilchrist\kiddgmi01,SF,26,DAL,9,0,71,0.7,4.8,.143,0.0,2.0,.000,0.7,2.7,.250,1.4,1.4,1.000,2.0,11.6,13.6,2.0,1.4,1.4,4.1,9.5,2.7,,56,107
267,Louis King\kinglo02,SF,20,DET,10,0,62,6.3,16.7,.381,3.2,8.7,.364,3.2,7.9,.400,0.0,2.4,.000,0.8,7.1,7.9,4.0,1.6,0.0,1.6,7.9,15.9,,93,113
268,Maxi Kleber\klebima01,C,28,DAL,66,21,1695,6.1,13.3,.459,3.1,8.2,.374,3.1,5.1,.594,2.0,2.3,.863,2.8,7.3,10.1,2.2,0.6,2.2,1.4,4.4,17.3,,123,111
269,Brandon Knight\knighbr03,PG,28,TOT,25,3,462,6.2,17.7,.353,4.8,13.9,.344,1.5,3.8,.389,2.1,3.6,.588,0.4,3.9,4.3,7.3,1.1,0.3,4.0,4.2,19.4,,98,117
269,Brandon Knight\knighbr03,PG,28,CLE,16,0,241,5.7,17.4,.326,3.8,12.9,.297,1.8,4.4,.409,0.8,2.6,.308,0.6,3.4,4.0,6.3,1.0,0.4,3.2,4.0,15.9,,89,119
269,Brandon Knight\knighbr03,PG,28,DET,9,3,221,6.9,18.0,.383,5.8,14.9,.388,1.1,3.1,.357,3.6,4.7,.762,0.2,4.5,4.7,8.5,1.1,0.2,4.9,4.5,23.1,,106,116
270,Kevin Knox\knoxke01,SF,20,NYK,65,4,1166,6.0,16.7,.359,2.7,8.3,.327,3.3,8.4,.391,2.8,4.2,.653,1.2,6.5,7.7,2.5,1.0,1.2,1.9,4.4,17.5,,97,114
271,John Konchar\konchjo01,SG,23,MEM,15,0,167,6.4,9.8,.657,1.1,2.5,.444,5.3,7.3,.731,0.3,0.6,.500,5.0,7.8,12.9,5.9,2.0,0.8,1.7,2.0,14.3,,143,110
272,Furkan Korkmaz\korkmfu01,SG,22,PHI,64,12,1398,7.7,17.9,.432,4.4,11.0,.397,3.3,6.8,.487,1.8,2.5,.736,0.6,4.6,5.1,2.4,1.3,0.5,1.8,3.1,21.7,,109,111
273,Luke Kornet\kornelu01,C,24,CHI,36,14,559,7.1,16.1,.439,2.7,9.3,.287,4.4,6.8,.646,1.7,2.4,.714,1.9,5.3,7.2,2.8,0.9,2.2,1.2,4.7,18.5,,112,111
274,Kyle Korver\korveky01,SF,38,MIL,50,0,833,6.1,14.2,.429,4.7,11.4,.415,1.4,2.9,.481,1.5,1.9,.824,0.8,4.9,5.7,3.3,1.2,0.7,2.3,3.7,18.4,,112,105
275,Rodions Kurucs\kurucro01,PF,21,BRK,39,4,501,5.7,12.7,.448,2.4,6.2,.385,3.3,6.5,.507,1.6,2.7,.607,1.7,7.5,9.2,3.1,1.6,0.3,3.3,6.3,15.3,,99,109
276,Kyle Kuzma\kuzmaky01,PF,24,LAL,54,7,1327,9.1,21.1,.432,2.5,8.5,.297,6.6,12.6,.523,3.4,4.7,.738,1.7,7.0,8.7,2.5,0.8,0.8,3.0,3.8,24.2,,100,109
277,Skal Labissière\labissk01,C,23,POR,33,1,567,6.8,12.4,.551,0.3,1.1,.231,6.6,11.3,.582,2.1,2.8,.758,5.5,8.7,14.2,3.5,0.6,2.6,2.5,7.5,16.0,,121,113
278,Jeremy Lamb\lambje01,SG,27,IND,46,42,1291,8.2,18.1,.451,2.0,6.0,.335,6.2,12.1,.508,3.5,4.2,.836,0.9,6.6,7.5,3.6,2.1,0.8,1.9,3.9,21.8,,108,108
279,Romeo Langford\langfro01,SG,20,BOS,27,1,298,3.9,10.4,.375,0.8,3.7,.217,3.1,6.7,.463,2.6,3.7,.696,2.3,2.9,5.2,1.0,1.3,1.0,1.5,4.7,11.2,,98,110
280,Zach LaVine\lavinza01,SG,24,CHI,60,60,2085,12.5,27.7,.450,4.3,11.2,.380,8.2,16.5,.497,6.2,7.7,.802,0.9,5.7,6.7,5.9,2.0,0.6,4.8,3.0,35.3,,106,110
281,Vic Law\lawvi01,SF,24,ORL,5,0,9,0.0,16.3,.000,0.0,5.4,.000,0.0,10.8,.000,0.0,10.8,.000,0.0,5.4,5.4,0.0,0.0,0.0,0.0,0.0,0.0,,0,116
282,Jake Layman\laymaja01,PF,25,MIN,23,2,505,7.4,16.5,.453,2.2,6.6,.333,5.2,9.8,.533,2.2,2.9,.750,1.6,3.7,5.2,1.4,1.6,0.9,2.2,4.3,19.3,,102,114
283,T.J. Leaf\leaftj01,PF,22,IND,25,1,193,7.6,17.4,.435,1.3,3.5,.357,6.3,13.9,.455,1.8,3.0,.583,5.3,10.9,16.2,1.5,2.0,0.8,1.8,4.5,18.2,,103,105
284,Jalen Lecque\lecquja01,PG,19,PHO,4,0,26,7.3,18.2,.400,0.0,7.3,.000,7.3,10.9,.667,3.6,3.6,1.000,0.0,0.0,0.0,3.6,0.0,0.0,1.8,3.6,18.2,,94,120
285,Courtney Lee\leeco01,SG,34,DAL,24,9,345,5.6,11.5,.488,2.9,6.6,.447,2.7,4.9,.543,0.8,1.0,.857,1.0,3.5,4.5,1.7,2.5,0.8,1.5,4.6,15.0,,117,110
286,Damion Lee\leeda03,SG,27,GSW,49,36,1423,7.2,17.2,.417,2.9,8.0,.356,4.3,9.1,.471,3.7,4.2,.873,1.1,7.0,8.0,4.5,1.7,0.2,2.3,3.9,20.9,,108,114
287,Alex Len\lenal01,C,26,TOT,49,9,895,8.8,15.8,.556,0.7,2.9,.250,8.1,12.9,.626,3.0,4.8,.637,5.0,10.4,15.4,2.5,1.2,2.4,2.6,6.0,21.4,,116,111
287,Alex Len\lenal01,C,26,ATL,40,9,745,8.9,16.3,.546,0.9,3.5,.250,8.0,12.8,.627,3.2,5.1,.630,4.3,10.1,14.4,2.6,1.3,2.1,2.4,5.8,21.8,,115,112
287,Alex Len\lenal01,C,26,SAC,9,0,150,8.5,13.7,.619,0.0,0.0,,8.5,13.7,.619,2.3,3.3,.700,8.5,12.4,20.8,1.6,0.7,4.2,3.6,6.8,19.2,,120,106
288,Kawhi Leonard\leonaka01,SF,28,LAC,51,51,1643,13.7,29.2,.469,3.1,8.4,.366,10.6,20.8,.510,8.9,10.0,.889,1.5,9.2,10.7,7.3,2.6,0.9,4.0,2.8,39.3,,116,104
289,Meyers Leonard\leoname01,C,27,MIA,49,49,987,5.7,11.1,.520,2.5,5.9,.429,3.2,5.2,.625,0.8,1.3,.654,1.3,11.0,12.3,2.6,0.6,0.7,1.7,5.1,14.9,,117,110
290,Caris LeVert\leverca01,SG,25,BRK,39,25,1131,10.6,25.5,.414,3.0,7.9,.381,7.6,17.6,.429,4.9,6.8,.720,1.7,5.0,6.7,6.7,1.8,0.3,4.1,3.0,29.0,,101,110
291,Damian Lillard\lillada01,PG,29,POR,58,58,2140,11.8,25.9,.457,5.0,12.8,.394,6.8,13.1,.518,8.7,9.8,.888,0.7,4.9,5.6,10.1,1.3,0.5,3.7,2.2,37.3,,125,116
292,Nassir Little\littlna01,PF,19,POR,48,5,573,5.4,12.6,.430,1.2,4.9,.237,4.2,7.7,.554,2.3,3.7,.636,2.6,6.4,9.0,1.8,1.1,1.2,1.2,6.0,14.3,,108,115
293,Kevon Looney\looneke01,C,23,GSW,20,4,262,5.3,14.4,.367,0.2,2.6,.071,5.1,11.9,.431,1.6,2.2,.750,5.1,6.9,12.1,3.7,2.2,1.1,2.2,6.2,12.4,,94,112
294,Brook Lopez\lopezbr01,C,31,MIL,61,60,1622,6.9,16.1,.427,2.4,8.0,.296,4.5,8.1,.557,2.8,3.4,.810,1.2,6.5,7.7,2.7,1.2,4.2,1.8,4.1,18.9,,106,99
295,Robin Lopez\lopezro01,C,31,MIL,60,4,862,7.3,14.5,.502,1.7,5.1,.344,5.5,9.4,.588,1.2,2.3,.535,2.8,5.0,7.7,2.2,0.5,2.2,2.9,4.2,17.5,,104,104
296,Kevin Love\loveke01,PF,31,CLE,56,56,1780,8.9,19.9,.450,4.0,10.7,.374,4.9,9.2,.537,5.1,6.0,.854,1.5,13.5,15.0,4.9,0.9,0.5,3.8,2.5,27.0,,112,113
297,Kyle Lowry\lowryky01,PG,33,TOR,52,52,1901,7.8,18.6,.417,3.8,10.8,.354,3.9,7.8,.505,6.4,7.4,.861,0.8,5.5,6.3,10.0,1.8,0.6,3.9,4.2,25.8,,117,107
298,Timothé Luwawu-Cabarrot\luwawti01,SG,24,BRK,39,0,671,5.5,13.6,.406,2.8,7.7,.358,2.8,5.9,.470,3.7,4.4,.839,1.7,4.7,6.4,1.8,1.1,0.4,2.3,5.7,17.5,,108,111
